"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.591984694E0,-1.014999986E0,9.128999710E0,1.840000004E-1
7.611984694E0,-2.815000057E0,1.227000046E1,1.544000030E0
7.631984694E0,-2.776000023E0,1.196399975E1,1.006999969E0
7.651984694E0,-2.300000042E-1,9.493000031E0,3.099999949E-2
7.671984694E0,5.740000010E-1,8.612000465E0,-7.340000272E-1
7.691984694E0,6.690000296E-1,8.383000374E0,-1.327999949E0
7.711984694E0,7.649999857E-1,8.383000374E0,-8.870000243E-1
7.731984694E0,1.110000014E0,8.574000359E0,6.899999827E-2
7.751984694E0,1.320999980E0,8.765999794E0,9.120000005E-1
7.771984694E0,1.761000037E0,8.880999565E0,1.715999961E0
7.791984694E0,2.048000097E0,8.555000305E0,2.213999987E0
7.811984694E0,2.066999912E0,7.922999859E0,2.348000050E0
7.831984694E0,2.125000000E0,7.598000050E0,1.927000046E0
7.851984694E0,2.278000116E0,7.501999855E0,1.389999986E0
7.871984694E0,2.296999931E0,7.846000195E0,8.539999723E-1
7.891984694E0,1.838000059E0,8.727000237E0,9.120000005E-1
7.911984694E0,1.340000033E0,9.647000313E0,1.083999991E0
7.931984694E0,9.179999828E-1,9.895000458E0,9.309999943E-1
7.951984694E0,5.740000010E-1,1.056599998E1,6.240000129E-1
7.971984694E0,1.416000009E0,1.121700001E1,1.544000030E0
7.991984694E0,2.661000013E0,1.071899986E1,1.735000014E0
8.011984694E0,1.723000050E0,1.163799953E1,6.899999827E-2
8.031984694E0,9.380000234E-1,1.544900036E1,1.620000005E0
8.051984694E0,-1.899999939E-2,1.504699993E1,2.022000074E0
8.071984694E0,-1.529999971E-1,1.223200035E1,-8.489999771E-1
8.091984694E0,-6.510000229E-1,9.282999992E0,-3.740999937E0
8.111984694E0,-2.068000078E0,7.673999786E0,-4.813000202E0
8.131984694E0,-2.298000097E0,7.060999870E0,-2.170000076E0
8.151984694E0,-8.040000200E-1,8.019000053E0,4.709999859E-1
