"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.171984694E0,2.565000057E0,9.607999802E0,8.730000257E-1
8.191984694E0,3.676000118E0,1.108300018E1,3.950000107E-1
8.211984694E0,3.427000046E0,1.223200035E1,5.860000253E-1
8.231984694E0,1.894999981E0,1.025899982E1,1.083999991E0
8.251984694E0,6.119999886E-1,7.903999805E0,1.467000008E0
8.271984694E0,-3.799999878E-2,6.295000076E0,1.371000051E0
8.291984694E0,-1.529999971E-1,5.586999893E0,6.629999876E-1
8.311984694E0,9.499999881E-2,6.142000198E0,9.689999819E-1
8.331984694E0,2.870000005E-1,7.309999943E0,1.276000023E0
8.351984694E0,-7.599999756E-2,8.076000214E0,1.389999986E0
8.371984694E0,-4.589999914E-1,7.922999859E0,1.773000002E0
8.391984694E0,-7.850000262E-1,7.539999962E0,2.213999987E0
8.411984694E0,-8.040000200E-1,7.501999855E0,2.385999918E0
8.431984694E0,-6.129999757E-1,8.171999931E0,2.385999918E0
8.451984694E0,-4.210000038E-1,9.244000435E0,2.519999981E0
8.471984694E0,3.440000117E-1,1.004899979E1,2.444000006E0
8.491984694E0,1.396999955E0,1.089099979E1,2.539000034E0
8.511984694E0,1.972000003E0,1.123600006E1,2.367000103E0
8.531984694E0,2.290000021E-1,1.135099983E1,2.213999987E0
8.551984694E0,-1.513000011E0,1.290200043E1,2.999000072E0
8.571984694E0,-1.378000021E0,1.445300007E1,1.103000045E0
8.591984694E0,-3.829999864E-1,1.744000053E1,4.664999962E0
8.611984694E0,6.119999886E-1,1.500800037E1,1.524000049E0
8.631984694E0,-8.420000076E-1,1.179100037E1,3.099999949E-2
8.651984694E0,-2.392999887E0,6.811999798E0,5.479999781E-1
8.671984694E0,-1.876000047E0,2.790999889E0,-1.748999953E0
8.691984694E0,-3.639999926E-1,3.326999903E0,-3.319000006E0
8.711984694E0,1.281999946E0,6.409999847E0,-1.633999944E0
8.731984694E0,6.690000296E-1,9.454999924E0,1.840000004E-1
8.751984694E0,-2.029999971E0,1.186800003E1,1.141999960E0
8.771984694E0,-4.385000229E0,1.198299980E1,1.868999958E0
8.791984694E0,-3.101999998E0,9.109999657E0,1.773000002E0
8.811984694E0,-1.909999996E-1,7.578000069E0,1.677999973E0
8.831984694E0,1.817999959E0,6.755000114E0,9.689999819E-1
8.851984694E0,2.066999912E0,6.793000221E0,-1.019999981E-1
8.871984694E0,1.148000002E0,7.980999947E0,-2.549999952E-1
8.891984694E0,8.230000138E-1,8.994999886E0,2.989999950E-1
8.911984694E0,1.090999961E0,9.187000275E0,1.046000004E0
8.931984694E0,1.932999969E0,8.517000198E0,1.409999967E0
8.951984694E0,2.851999998E0,7.808000088E0,1.389999986E0
8.971984694E0,3.446000099E0,7.673999786E0,1.276000023E0
8.991984694E0,3.082000017E0,8.095000267E0,1.199000001E0
9.011984694E0,1.894999981E0,8.842000008E0,1.332999945E0
9.031984694E0,5.740000010E-1,9.626999855E0,1.600999951E0
9.051984694E0,-4.399999976E-1,1.062300014E1,8.349999785E-1
9.071984694E0,1.720000058E-1,1.138899994E1,1.332999945E0
9.091984694E0,3.006000042E0,1.100599957E1,2.482000113E0
9.111984694E0,4.748000145E0,1.140799999E1,-8.679999709E-1
9.131984694E0,4.327000141E0,1.454899979E1,3.370000124E-1
9.151984694E0,9.760000110E-1,1.667399979E1,1.812000036E0
9.171984694E0,-5.700000003E-2,1.387800026E1,8.539999723E-1
9.191984694E0,-7.599999756E-2,1.115900040E1,-2.418999910E0
9.211984694E0,-2.604000092E0,8.057000160E0,-4.583000183E0
9.231984694E0,-3.177999973E0,6.315000057E0,-1.883000016E0
9.251984694E0,-1.838000059E0,7.195000172E0,1.753999949E0
9.271984694E0,9.570000172E-1,9.034000397E0,2.328999996E0
9.291984694E0,2.891000032E0,1.002900028E1,1.639000058E0
9.311984694E0,2.795000076E0,1.112100029E1,1.161000013E0
9.331984694E0,1.914000034E0,1.058500004E1,1.218000054E0
9.351984694E0,4.779999852E-1,8.133999825E0,1.715999961E0
9.371984694E0,-2.680000067E-1,6.583000183E0,1.314000010E0
9.391984694E0,-6.510000229E-1,5.988999844E0,9.499999881E-1
9.411984694E0,-4.979999959E-1,6.237999916E0,1.121999979E0
9.431984694E0,-3.799999878E-2,7.328999996E0,1.715999961E0
9.451984694E0,-1.720000058E-1,8.267999649E0,1.697000027E0
9.471984694E0,-5.360000134E-1,8.383000374E0,1.735000014E0
9.491984694E0,-6.129999757E-1,7.960999966E0,2.118000031E0
9.511984694E0,-4.210000038E-1,7.578000069E0,2.826999903E0
9.531984694E0,-9.499999881E-2,7.711999893E0,3.210000038E0
9.551984694E0,1.330000013E-1,8.477999687E0,3.477999926E0
9.571984694E0,4.779999852E-1,9.416999817E0,3.783999920E0
9.591984694E0,5.159999728E-1,1.033600044E1,2.634999990E0
9.611984694E0,1.493000031E0,1.110200024E1,3.229000092E0
9.631984694E0,2.066999912E0,1.163799953E1,3.553999901E0
9.651984694E0,-3.440000117E-1,1.238500023E1,1.639000058E0
9.671984694E0,-1.149000049E0,1.481700039E1,1.065000057E0
9.691984694E0,-3.581000090E0,1.812999916E1,4.989999771E0
9.711984694E0,-3.312999964E0,1.730599976E1,2.800000012E-1
9.731984694E0,-3.217000008E0,1.360999966E1,-1.209999993E-1
9.751984694E0,-3.043999910E0,6.046000004E0,-1.805999994E0
9.771984694E0,-1.741999984E0,3.441999912E0,-2.572000027E0
9.791984694E0,9.499999881E-2,3.653000116E0,-1.672000051E0
9.811984694E0,1.493000031E0,5.663000107E0,-1.599999964E-1
9.831984694E0,3.440000117E-1,8.631999969E0,7.969999909E-1
9.851984694E0,-1.666000009E0,1.125500011E1,1.218000054E0
9.871984694E0,-2.756999969E0,1.140799999E1,7.590000033E-1
9.891984694E0,-8.230000138E-1,9.550999641E0,3.759999871E-1
9.911984694E0,1.187000036E0,8.057000160E0,-6.400000304E-2
9.931984694E0,2.029000044E0,7.578000069E0,-4.500000179E-2
9.951984694E0,2.565000057E0,7.215000153E0,2.029999942E-1
9.971984694E0,2.259000063E0,7.348999977E0,4.519999921E-1
9.991984694E0,1.243999958E0,8.133999825E0,6.439999938E-1
