"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.909762538E0,-1.907200050E1,-1.934399986E1,-1.519200039E1
7.929762538E0,-2.144000053E0,-2.237000084E1,1.983999968E0
7.949762538E0,-1.072000027E0,-1.970800018E1,1.659000039E0
7.969762538E0,-2.948999882E0,-1.553400040E1,3.535000086E0
7.989762538E0,-1.799999952E0,-1.206799984E1,1.965000033E0
8.009762538E0,-2.300000042E-1,-9.022999763E0,9.309999943E-1
8.029762538E0,5.550000072E-1,-2.894999981E0,1.026999950E0
8.049762538E0,6.690000296E-1,-1.440000057E0,8.539999723E-1
8.069762538E0,8.230000138E-1,-1.440000057E0,5.289999843E-1
8.089762538E0,9.570000172E-1,-2.723000050E0,-1.019999981E-1
8.109762538E0,1.243999958E0,-9.156999588E0,-1.116999984E0
8.129762538E0,1.378000021E0,-1.315900040E1,-2.592000008E0
8.149762538E0,1.531000018E0,-1.559099960E1,-3.586999893E0
8.169762538E0,1.894999981E0,-1.530399990E1,-6.382999897E0
8.189762538E0,3.657000065E0,-8.027000427E0,-9.217000008E0
8.209762538E0,3.523000002E0,-6.438000202E0,-8.679999709E-1
8.229762538E0,3.542000055E0,-5.613999844E0,1.504999995E0
8.249762538E0,3.944000006E0,-5.806000233E0,1.830999970E0
8.269762538E0,4.308000088E0,-7.164999962E0,1.753999949E0
8.289762538E0,4.308000088E0,-7.164999962E0,1.753999949E0
8.309762538E0,2.315999985E0,-8.888999939E0,-5.230000019E-1
8.329762538E0,2.315999985E0,-8.888999939E0,-5.230000019E-1
8.349762538E0,1.569000006E0,-9.310000420E0,-2.075000048E0
8.369762538E0,2.290000021E-1,-9.578000069E0,-1.805999994E0
8.389762538E0,-5.550000072E-1,-9.425000191E0,-1.633999944E0
8.409762538E0,-1.034000039E0,-9.807999611E0,-1.615000010E0
8.429762538E0,-1.761000037E0,-1.070800018E1,-1.863999963E0
8.449762538E0,-3.025000095E0,-1.093799973E1,-3.377000093E0
8.469762538E0,-3.292999983E0,-1.047799969E1,-3.203999996E0
8.489762538E0,-4.269999981E0,-1.043999958E1,-2.974999905E0
8.509762538E0,-6.510000229E0,-1.105300045E1,-3.203999996E0
8.529762538E0,-8.387000084E0,-1.149300003E1,-2.322999954E0
8.549762538E0,-1.114500046E1,-1.013399982E1,3.370000124E-1
8.569762538E0,-1.014900017E1,-9.788999557E0,7.969999909E-1
8.589762538E0,-7.256999969E0,-9.520999908E0,6.629999876E-1
8.609762538E0,-3.638000011E0,-9.347999573E0,1.650000066E-1
8.629762538E0,7.649999857E-1,-1.176099968E1,-9.829999804E-1
8.649762538E0,6.890000105E-1,-1.513099957E1,-1.652999997E0
8.669762538E0,-3.440000117E-1,-1.863599968E1,-1.001999974E0
8.689762538E0,-1.072000027E0,-2.093400002E1,-4.500000179E-2
8.709762538E0,-2.871999979E0,-1.279500008E1,6.943999767E0
8.729762538E0,-1.417000055E0,-8.581999779E0,1.253499985E1
8.749762538E0,8.230000138E-1,-8.085000038E0,1.163500023E1
8.769762538E0,-3.799999878E-2,-8.027000427E0,6.081999779E0
8.789762538E0,-1.072000027E0,-7.874000072E0,1.524000049E0
8.809762538E0,-2.099999934E-1,-6.475999832E0,-2.094000101E0
8.829762538E0,9.570000172E-1,-6.322999954E0,-2.648999929E0
8.849762538E0,2.086999893E0,-6.419000149E0,-3.414999962E0
8.869762538E0,2.717999935E0,-6.475999832E0,-4.353000164E0
8.889762538E0,3.121000051E0,-5.940000057E0,-4.850999832E0
8.909762538E0,3.121000051E0,-5.940000057E0,-4.850999832E0
8.929762538E0,1.856999993E0,-3.201999903E0,-6.344999790E0
8.949762538E0,3.043999910E0,-4.063000202E0,-5.578999996E0
8.969762538E0,6.356999874E0,-1.038199997E1,-2.750000060E-1
8.989762538E0,4.289000034E0,-1.189500046E1,1.620000005E0
9.009762538E0,-5.360000134E-1,-1.503600025E1,2.367000103E0
9.029762538E0,-1.372999954E1,-2.018700027E1,-3.875000000E0
9.049762538E0,-1.545300007E1,-2.424600029E1,-8.777000427E0
9.069762538E0,-9.950000048E-1,-1.850200081E1,3.286000013E0
9.089762538E0,-3.924999952E0,-1.369499969E1,2.519999981E0
9.109762538E0,-1.608000040E0,-1.166499996E1,2.769000053E0
9.129762538E0,9.570000172E-1,-8.543999672E0,4.377999783E0
9.149762538E0,8.420000076E-1,-4.216000080E0,5.099999905E-1
9.169762538E0,5.550000072E-1,-2.645999908E0,3.950000107E-1
9.189762538E0,5.929999948E-1,-2.091000080E0,-6.400000304E-2
9.209762538E0,1.128999949E0,-2.914000034E0,-5.809999704E-1
9.229762538E0,1.128999949E0,-2.914000034E0,-5.809999704E-1
9.249762538E0,1.493000031E0,-1.206799984E1,-3.913000107E0
9.269762538E0,2.009999990E0,-1.402099991E1,-8.604000092E0
9.289762538E0,2.680000067E0,-1.312100029E1,-1.065299988E1
9.309762538E0,4.767000198E0,-1.143599987E1,-6.230000019E0
9.329762538E0,5.170000076E0,-6.821000099E0,-2.360000014E-1
9.349762538E0,3.158999920E0,-5.289000034E0,7.390000224E-1
9.369762538E0,1.320999980E0,-5.059000015E0,8.159999847E-1
9.389762538E0,1.110000014E0,-6.227000237E0,7.590000033E-1
9.409762538E0,1.110000014E0,-6.227000237E0,7.590000033E-1
9.429762538E0,1.434999943E0,-9.654999733E0,-8.489999771E-1
9.449762538E0,1.434999943E0,-9.654999733E0,-8.489999771E-1
9.449762538E0,1.340000033E0,-1.061200047E1,-2.131999969E0
9.489762538E0,-4.020000100E-1,-1.049699974E1,-3.032000065E0
9.509762538E0,-4.020000100E-1,-1.049699974E1,-3.032000065E0
9.529762538E0,-2.105999947E0,-9.156999588E0,-1.768000007E0
9.549762538E0,-2.776000023E0,-9.022999763E0,-1.251000047E0
9.569762538E0,-3.101999998E0,-9.060999870E0,-1.154999971E0
9.589762538E0,-7.065999985E0,-9.616999626E0,5.479999781E-1
9.609762538E0,-5.400000095E0,-1.089900017E1,-1.078999996E0
9.629762538E0,-7.123000145E0,-1.193400002E1,-6.000000238E-1
9.649762538E0,-8.751000404E0,-1.212500000E1,-1.979999989E-1
9.669762538E0,-1.062699986E1,-1.065100002E1,-2.549999952E-1
9.689762538E0,-7.276000023E0,-9.904000282E0,-1.422999978E0
9.709762538E0,-3.197999954E0,-1.028699970E1,-2.821000099E0
9.729762538E0,-9.950000048E-1,-1.168500042E1,-2.188999891E0
9.749762538E0,1.608000040E0,-1.823399925E1,-2.552999973E0
9.769762538E0,2.009999990E0,-1.965099907E1,-1.960000038E0
9.789762538E0,1.531000018E0,-1.854000092E1,-8.870000243E-1
9.809762538E0,-7.599999756E-2,-1.488300037E1,1.121999979E0
9.829762538E0,-3.236000061E0,-8.907999992E0,5.219999790E0
9.849762538E0,1.817999959E0,-6.935999870E0,1.404800034E1
9.869762538E0,2.526999950E0,-8.581999779E0,5.487999916E0
9.889762538E0,1.817999959E0,-8.946000099E0,7.200000286E-1
9.909762538E0,1.646000028E0,-7.988999844E0,-6.579999924E-1
9.929762538E0,2.315999985E0,-6.572000027E0,-2.496000051E0
9.949762538E0,2.315999985E0,-6.572000027E0,-2.496000051E0
9.969762538E0,3.887000084E0,-6.303999901E0,-3.835999966E0
9.989762538E0,4.364999771E0,-5.901999950E0,-4.218999863E0
